latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.41273328,-70.59835978,473.3916,0.8661,47RFHCP2+WM2M,Z2
-33.39006903,-70.58742223,75.6551,0.8668,47RFJC57+X2G7,Z2
-33.39112013,-70.58124769,5.9378,0.6643,47RFJC59+HG22,Z2
-33.41973741,-70.56040157,106.2342,0.8617,47RFHCJQ+4R5C,Z2
-33.40207814,-70.56431535,36.8468,0.7661,47RFHCXP+577X,Z2
-33.39140262,-70.56987161,8.9457,0.7564,47RFJC5J+C3JR,Z2
-33.41572228,-70.57284273,14.5408,0.6957,47RFHCMG+PV72,Z2
-33.41344606,-70.57393186,15.0228,0.6981,47RFHCPG+JCG2,Z2
-33.39569243,-70.59699764,258.9547,0.8654,47RFJC33+P6C6,Z2
-33.40474132,-70.55107987,15.1556,0.7116,47RFHCWX+4H37,Z2
-33.41105587,-70.56281611,117.9633,0.8168,47RFHCQP+HVFQ,Z2
-33.40264383,-70.59311446,34.7124,0.6869,47RFHCW4+WQR7,Z2
-33.41198069,-70.5801042,88.4147,0.7362,47RFHCQ9+6X2P,Z2
-33.40593342,-70.55116077,143.7304,0.7936,47RFHCVX+JGGQ,Z2
-33.39858024,-70.56546682,536.7473,0.7553,47RFJC2M+HR7J,Z2
-33.41268432,-70.55096883,14.5151,0.7037,47RFHCPX+WJCQ,Z2
-33.4138892,-70.56080266,165.828,0.8786,47RFHCPQ+CMWF,Z2
-33.39201833,-70.55084527,59.1985,0.8238,47RFJC5X+5MR9,Z2
-33.40205865,-70.56832824,116.5056,0.9027,47RFHCXJ+5MFM,Z2
-33.40054352,-70.56451084,25.94,0.8182,47RFHCXP+Q5Q8,Z2
-33.40484354,-70.55356167,18.584,0.6554,47RFHCWW+3H86,Z2
-33.41970293,-70.55209095,18.2391,0.7471,47RFHCJX+457R,Z2
-33.39402735,-70.58516212,33.7369,0.6572,47RFJC47+9WPX,Z2
-33.40250496,-70.55848892,147.1512,0.8414,47RFHCWR+XJRV,Z2
-33.39283186,-70.55033356,10.3411,0.7019,47RFJC4X+VV7M,Z2
-33.40394016,-70.5613557,689.702,0.8469,47RFHCWQ+CFC8,Z2
-33.39045229,-70.57436325,162.0487,0.9003,47RFJC5G+R76V,Z2
-33.39582433,-70.59866126,401.3464,0.7446,47RFJC32+MGG5,Z2
-33.41757544,-70.57081636,109.729,0.8981,47RFHCJH+XM7X,Z2
-33.40105539,-70.59205027,13.804,0.6549,47RFHCX5+H5GM,Z2
-33.41045376,-70.57195063,63.861,0.854,47RFHCQH+R67W,Z2
